	mRNA_log2FC	RPF_log2FC	log2FC_TE_v1	pvalue_v1	WT_DMSO_log2TE	GIGYF2_DMSO_log2TE	log2FC_TE_v2	pvalue_v2	log2FC_TE_final	pvalue_final	pvalue.adjust
ENST00000224950.8	-0.148680471230985	-0.0603927252134462	0.0860266168838111	0.80250868868922	-0.837843879660892	-0.749556694717538	0.0897134677968658	0.853155578123157	0.0897134677968658	0.853155578123157	0.999869305886108
ENST00000591115.5	-0.140906082506605	0.551202839378178	0.691326798921314	0.00785594337009829	-3.10151444652138	-2.40940597131757	0.695484774284257	0.0665476953121342	0.695484774284257	0.0665476953121342	0.804526053224906
ENST00000333371.8	-0.225051144929109	-0.0719167905954007	0.150609957097351	0.593394202631258	1.46032972799934	1.61346410494399	0.153624050269449	0.544611533928121	0.150609957097351	0.593394202631258	0.999869305886108
ENST00000344138.9	-0.176807284185469	-0.0726085164824011	0.103625597544127	0.562558116345299	-1.59208951251575	-1.48789092457199	0.104503162498742	0.657293858281412	0.104503162498742	0.657293858281412	0.999869305886108
ENST00000324366.13	-0.175597959833844	-0.18111626052277	-0.00561987604001524	0.930470267270384	0.653242325725691	0.647724022226188	-0.00545930816271459	0.933812987285493	-0.00545930816271459	0.933812987285493	0.999869305886108
ENST00000419198.6	-0.189268857261505	-0.688250309354196	-0.51047568572568	0.396985474301105	0.55927313968623	0.0602910276198637	-0.504325392496082	0.447883039889384	-0.504325392496082	0.447883039889384	0.999869305886108
ENST00000430297.7	-0.17506249374135	-0.337701462347964	-0.16420326932686	0.52635118005722	-0.779150260055238	-0.941789504726144	-0.162730600367264	0.606907082007311	-0.162730600367264	0.606907082007311	0.999869305886108
ENST00000533244.6	0.327440043555578	0.273187119373748	-0.0569193935494097	0.82575189982758	0.329470616608211	0.275217580764611	-0.0532393482215712	0.855076908378331	-0.0532393482215712	0.855076908378331	0.999869305886108
ENST00000260102.9	-0.0325936257781591	-0.148084281828045	-0.115728911777107	0.232804618336716	0.962223141738557	0.846732474183137	-0.115554539764992	0.250204042977258	-0.115554539764992	0.250204042977258	0.999869305886108
ENST00000383463.9	0.158476727721102	0.0165724304683608	-0.142656720767351	0.297163315441638	0.425095185506879	0.283190865599318	-0.141714056233454	0.330667611886674	-0.141714056233454	0.330667611886674	0.999869305886108
ENST00000477973.3	-0.256770955351831	-0.491759230238025	-0.236451874337305	0.47440674876843	-1.09325754931624	-1.32824630633706	-0.235845820372027	0.564366542836392	-0.235845820372027	0.564366542836392	0.999869305886108
ENST00000261758.6	0.170154832076886	0.128314828846185	-0.0422858046253693	0.714720450917756	-0.579096684132294	-0.620936744698837	-0.0416773765674183	0.765422951447874	-0.0416773765674183	0.765422951447874	0.999869305886108
ENST00000217426.7	0.0242727087435181	0.0431104420785348	0.018735902243575	0.810503785096754	1.92691097014914	1.94574870810961	0.018942295763714	0.790909780636677	0.018735902243575	0.810503785096754	0.999869305886108
ENST00000589115.6	0.0217185782201997	-0.135220508894755	-0.157180155093747	0.437282685453117	-1.12192538436237	-1.27886470726368	-0.156604410023918	0.542771918226616	-0.156604410023918	0.542771918226616	0.999869305886108
ENST00000297423.9	0.0907906194133636	-0.628675998233308	-0.640251545110413	0.600932648957323	-2.39913978945363	-3.11867265159717	-0.700789611823344	0.918186922214294	-0.700789611823344	0.918186922214294	0.999869305886108
ENST00000398868.8	0.115905694678064	-0.132998434563392	-0.249588960617613	0.0386715961983111	0.603962318437195	0.355058174181071	-0.248734205214081	0.0482157331191979	-0.248734205214081	0.0482157331191979	0.725347998431844
ENST00000264935.6	0.044415467065546	0.287108443472472	0.241135412396067	0.252687922166815	-0.302577126210201	-0.0598842772690771	0.243788709945251	0.330558243779735	0.243788709945251	0.330558243779735	0.999869305886108
ENST00000393892.8	-0.0274841402388892	0.160346133866619	0.18705688084709	0.174638561989927	0.625839764987116	0.813670025466969	0.188100795447856	0.179970070405552	0.188100795447856	0.179970070405552	0.999869305886108
ENST00000401867.5	-0.0356889264523785	-0.119771708605873	-0.0857743158568092	0.63049474064347	0.69629219455782	0.612209403952329	-0.0839045787349522	0.640343581144806	-0.0839045787349522	0.640343581144806	0.999869305886108
ENST00000394894.8	-0.315738180691517	-0.269386442842663	0.0457864637111562	0.687069787061172	0.637039891388421	0.683391617389121	0.046240671688582	0.688207301139375	0.046240671688582	0.688207301139375	0.999869305886108
ENST00000483757.5	0.697312232780352	0.0950754936989157	-0.609913144964652	0.197938108340104	1.80635950837672	1.20412276240683	-0.600171854483943	0.194117512249607	-0.609913144964652	0.197938108340104	0.999869305886108
